Date,Open,High,Low,Close,Adj Close,Volume
2023-03-25,123.14,125.07,123.03,124.38,123.77,2176808
2023-03-26,125.4,125.44,122.28,123.26,122.99,3617703
2023-03-27,120.81,123.56,119.97,122.76,121.55,1163038
2023-03-28,124.94,125.72,124.81,125.09,123.91,4087201
2023-03-29,126.84,126.92,125.33,126.25,126.2,1930491
2023-03-30,125.97,126.84,124.82,125.69,124.8,2216959
2023-03-31,126.59,128.14,126.07,127.21,126.04,4963735
2023-04-01,127.7,127.97,127.11,127.91,127.68,2374572
2023-04-02,129.85,130.62,129.45,130.35,129.61,3355874
2023-04-03,128.85,130.25,128.8,129.44,128.26,3229231
2023-04-04,130.14,130.88,128.95,129.29,129.24,3299205
2023-04-05,129.36,129.54,128.2,129.0,128.1,1600530
2023-04-06,125.88,126.78,125.88,126.58,126.2,2227165
2023-04-07,128.57,128.94,127.33,127.67,126.49,4648966
2023-04-08,129.0,129.48,128.29,128.69,127.44,2077833
2023-04-09,130.01,130.63,128.66,129.2,127.98,3577640
2023-04-10,129.86,130.23,128.31,129.23,128.62,1435423
2023-04-11,126.07,127.36,125.72,126.9,125.81,2192929
2023-04-12,126.0,127.31,125.65,126.56,125.49,1323390
2023-04-13,127.12,127.16,125.64,126.37,125.97,3360731
2023-04-14,125.88,126.13,124.82,125.27,124.23,4375675
2023-04-15,125.43,126.16,125.2,125.45,125.4,4377486
2023-04-16,126.87,127.77,126.3,126.75,126.0,2664221
2023-04-17,132.3,132.82,130.89,131.03,130.73,4303460
2023-04-18,131.28,132.41,131.11,131.88,131.72,4096853
2023-04-19,133.44,133.55,132.39,132.89,132.79,4028163
2023-04-20,133.04,133.69,132.62,133.24,132.31,4873683
2023-04-21,129.69,130.44,128.77,129.9,129.46,2656671
2023-04-22,131.45,131.69,129.99,130.35,129.41,2487331
2023-04-23,131.8,132.07,130.39,130.97,130.89,2950961
2023-04-24,137.21,137.59,135.77,136.4,135.97,1138563
2023-04-25,137.82,137.84,136.5,136.51,135.78,1783066
2023-04-26,137.64,137.96,136.95,137.62,136.53,2554623
2023-04-27,138.73,138.94,137.87,138.05,137.61,1705552
2023-04-28,135.9,136.54,134.94,136.21,135.36,3046475
2023-04-29,139.32,139.44,138.85,139.0,137.76,3423184
2023-04-30,140.87,141.89,140.45,141.0,140.13,1597897
2023-05-01,143.18,143.77,143.0,143.08,142.75,4941237
2023-05-02,142.36,143.04,140.77,141.76,141.73,1772800
2023-05-03,144.25,145.86,143.75,145.07,143.81,2302549
2023-05-04,144.86,145.36,142.17,142.76,142.73,4428825
2023-05-05,143.43,144.53,143.37,144.44,143.17,3042999
2023-05-06,148.11,149.86,147.36,149.32,148.53,4522554
2023-05-07,149.0,149.58,147.63,147.84,146.45,4659985
2023-05-08,148.0,148.74,146.31,147.21,146.03,2902897
2023-05-09,148.53,148.96,147.7,147.9,146.43,4824909
2023-05-10,148.03,148.15,147.21,147.4,146.88,4576511
2023-05-11,144.78,145.08,144.75,144.8,143.69,2163950
2023-05-12,144.54,145.8,144.06,145.43,144.85,1549148
2023-05-13,143.88,144.53,143.24,143.81,143.12,3773707
2023-05-14,144.58,145.83,144.51,145.26,144.34,3698915
2023-05-15,144.89,145.25,143.14,143.92,142.66,1484090
2023-05-16,147.37,148.5,146.92,147.52,146.07,1873698
2023-05-17,145.63,147.06,145.1,146.45,145.33,3773939
2023-05-18,145.99,146.54,145.54,146.31,145.7,2935740
2023-05-19,148.85,148.95,148.03,148.43,147.81,4434955
2023-05-20,145.91,146.62,145.35,146.47,145.39,1742406
2023-05-21,146.6,147.67,146.45,147.43,147.07,1843804
2023-05-22,150.78,150.95,150.36,150.54,150.37,3745226
2023-05-23,148.07,148.26,146.96,147.83,147.3,1961568
2023-05-24,148.19,148.98,147.24,148.7,148.27,2580677
2023-05-25,149.24,149.89,148.87,149.72,149.27,4177326
2023-05-26,152.01,152.91,151.51,151.78,151.42,2554510
2023-05-27,148.36,149.89,147.71,149.81,149.74,2830815
2023-05-28,146.26,148.19,145.85,147.66,147.64,4763122
2023-05-29,148.49,149.62,148.46,149.21,147.73,3386378
2023-05-30,150.09,151.28,149.93,150.3,149.66,3912825
2023-05-31,151.61,151.73,150.59,151.3,150.72,1227286
2023-06-01,153.97,154.37,151.84,152.5,151.46,3534937
2023-06-02,152.49,153.46,151.61,151.64,151.3,4157473
2023-06-03,152.44,153.47,152.22,152.6,151.15,1812461
2023-06-04,153.67,154.5,153.44,153.69,152.48,4289825
2023-06-05,151.76,153.02,151.08,152.76,152.62,1232732
2023-06-06,156.97,157.16,156.95,156.99,156.33,2718224
2023-06-07,158.15,159.11,158.04,158.44,157.04,3710626
2023-06-08,156.88,157.81,155.75,156.55,155.08,1924044
2023-06-09,157.54,158.92,157.36,158.37,157.63,3981352
2023-06-10,157.44,158.01,156.27,156.92,155.96,3310182
2023-06-11,160.52,160.8,158.75,158.99,158.73,3821390
2023-06-12,161.7,162.58,161.6,161.81,160.21,4711862
2023-06-13,161.07,161.26,160.42,160.67,160.3,4115804
2023-06-14,163.78,164.11,162.37,163.09,161.56,2386652
2023-06-15,164.02,164.85,163.16,164.42,163.35,3245706
2023-06-16,166.79,167.3,165.73,166.56,165.55,1285555
2023-06-17,170.87,171.11,170.46,170.86,169.98,1444191
2023-06-18,170.96,171.08,170.2,170.87,170.47,2502337
2023-06-19,169.09,170.47,168.88,169.86,169.56,2554094
2023-06-20,168.61,168.89,168.29,168.58,168.21,4486669
2023-06-21,167.95,168.53,166.55,167.45,167.14,3411603
2023-06-22,169.25,169.4,167.78,167.79,166.49,1920597
2023-06-23,169.94,170.42,168.89,168.98,168.39,3043338
2023-06-24,172.18,172.72,169.82,170.03,169.93,4429914
2023-06-25,171.42,172.24,171.39,172.19,170.52,4722946
2023-06-26,173.58,173.92,172.53,172.71,171.18,3870096
2023-06-27,176.3,176.44,175.54,176.12,174.48,2486205
2023-06-28,178.28,178.34,175.67,176.09,174.34,3865899
2023-06-29,181.22,183.02,180.33,182.03,181.71,1224695
2023-06-30,182.94,184.1,182.12,183.78,183.05,3981467
2023-07-01,181.97,183.38,181.62,182.57,181.18,4441628
2023-07-02,178.8,181.18,178.54,180.92,179.67,2101844
2023-07-03,181.86,183.07,181.48,182.39,182.11,2481006
2023-07-04,181.68,183.2,181.09,182.44,180.95,4358671
2023-07-05,184.52,185.12,184.1,184.37,183.96,4928932
2023-07-06,186.16,186.63,185.19,185.82,185.4,4567546
2023-07-07,188.05,188.46,185.76,186.17,185.17,3805843
2023-07-08,185.93,186.28,184.43,184.98,183.88,1573189
2023-07-09,181.87,183.38,181.43,182.45,181.39,2410706
2023-07-10,181.16,182.89,180.86,182.05,181.89,4340216
2023-07-11,184.76,185.72,183.32,184.27,182.65,4833284
2023-07-12,183.88,185.32,183.11,185.2,184.7,3487682
2023-07-13,185.04,185.77,183.06,183.2,182.97,2840634
2023-07-14,185.23,186.17,183.18,184.05,182.42,1662784
2023-07-15,184.85,185.5,184.36,185.32,183.55,2847865
2023-07-16,182.34,184.12,181.45,184.05,182.47,3338683
2023-07-17,186.22,186.96,184.06,184.86,183.36,4392421
2023-07-18,185.36,186.05,184.94,185.48,184.26,2986062
2023-07-19,184.93,185.77,183.67,183.69,182.68,4091617
