Date,Open,High,Low,Close,Adj Close,Volume
13-03-2023,119.5,121.11,118.94,120.94,120.77,3223361
14-03-2023,122.53,122.72,120.67,121.37,120.21,1442061
15-03-2023,125.01,125.05,124.07,125,124.44,4334732
16-03-2023,119.28,120.43,118.57,120.26,120.03,3713564
17-03-2023,122.86,123.14,122.25,122.4,121.74,4761675
18-03-2023,123.27,123.45,122.5,123.08,122,3261286
19-03-2023,122.38,123.07,121.77,122.98,122.08,4221441
20-03-2023,123.73,123.85,123.24,123.66,122.66,4888351
21-03-2023,119.8,120.65,119.06,120.19,119.39,1488972
22-03-2023,120.36,120.57,119.31,120.25,119.41,4075117
23-03-2023,122.12,122.49,120.53,121.46,120.43,2123994
24-03-2023,126.5,127.01,124.47,124.92,124.6,4081328
25-03-2023,123.14,125.07,123.03,124.38,123.77,2176808
26-03-2023,125.4,125.44,122.28,123.26,122.99,3617703
27-03-2023,120.81,123.56,119.97,122.76,121.55,1163038
28-03-2023,124.94,125.72,124.81,125.09,123.91,4087201
29-03-2023,126.84,126.92,125.33,126.25,126.2,1930491
30-03-2023,125.97,126.84,124.82,125.69,124.8,2216959
31-03-2023,126.59,128.14,126.07,127.21,126.04,4963735
